,Año,Trimestre,Provincia,Velocidad,Conexiones
2607,2018.0,3.0,Río Negro,Entre 6 Mbps y 10 Mbps,512.0
2608,2018.0,3.0,Salta,Entre 6 Mbps y 10 Mbps,32.782
2609,2018.0,3.0,San Juan,Entre 6 Mbps y 10 Mbps,180.0
2610,2018.0,3.0,San Luis,Entre 6 Mbps y 10 Mbps,148.844
2611,2018.0,3.0,Santa Cruz,Entre 6 Mbps y 10 Mbps,778.0
2612,2018.0,3.0,Santa Fe,Entre 6 Mbps y 10 Mbps,304.718
2613,2018.0,3.0,Santiago Del Estero,Entre 6 Mbps y 10 Mbps,498.636
2614,2018.0,3.0,Tierra Del Fuego,Entre 6 Mbps y 10 Mbps,198.074
2615,2018.0,3.0,Tucumán,Entre 6 Mbps y 10 Mbps,68.257
2616,2018.0,4.0,Buenos Aires,Entre 6 Mbps y 10 Mbps,741.878
2617,2018.0,4.0,Capital Federal,Entre 6 Mbps y 10 Mbps,253.199
2618,2018.0,4.0,Catamarca,Entre 6 Mbps y 10 Mbps,212.219
2619,2018.0,4.0,Chaco,Entre 6 Mbps y 10 Mbps,26.632
2620,2018.0,4.0,Chubut,Entre 6 Mbps y 10 Mbps,205.016
2621,2018.0,4.0,Córdoba,Entre 6 Mbps y 10 Mbps,97.277
2622,2018.0,4.0,Corrientes,Entre 6 Mbps y 10 Mbps,26.562
2623,2018.0,4.0,Entre Ríos,Entre 6 Mbps y 10 Mbps,172.904
2624,2018.0,4.0,Formosa,Entre 6 Mbps y 10 Mbps,7.283
2625,2018.0,4.0,Jujuy,Entre 6 Mbps y 10 Mbps,8.809999999999999
2626,2018.0,4.0,La Pampa,Entre 6 Mbps y 10 Mbps,264.4
2627,2018.0,4.0,La Rioja,Entre 6 Mbps y 10 Mbps,4.088
2628,2018.0,4.0,Mendoza,Entre 6 Mbps y 10 Mbps,1158.337
2629,2018.0,4.0,Misiones,Entre 6 Mbps y 10 Mbps,26.019
2630,2018.0,4.0,Neuquén,Entre 6 Mbps y 10 Mbps,99.683
2631,2018.0,4.0,Río Negro,Entre 6 Mbps y 10 Mbps,643.0
2632,2018.0,4.0,Salta,Entre 6 Mbps y 10 Mbps,36.365
2633,2018.0,4.0,San Juan,Entre 6 Mbps y 10 Mbps,180.0
2634,2018.0,4.0,San Luis,Entre 6 Mbps y 10 Mbps,149.087
2635,2018.0,4.0,Santa Cruz,Entre 6 Mbps y 10 Mbps,779.0
2636,2018.0,4.0,Santa Fe,Entre 6 Mbps y 10 Mbps,950.179
2637,2018.0,4.0,Santiago Del Estero,Entre 6 Mbps y 10 Mbps,20.127
2638,2018.0,4.0,Tierra Del Fuego,Entre 6 Mbps y 10 Mbps,61.268
2639,2018.0,4.0,Tucumán,Entre 6 Mbps y 10 Mbps,74.73400000000001
2640,2019.0,1.0,Buenos Aires,Entre 6 Mbps y 10 Mbps,857.855
2641,2019.0,1.0,Capital Federal,Entre 6 Mbps y 10 Mbps,244.893
2642,2019.0,1.0,Catamarca,Entre 6 Mbps y 10 Mbps,227.222
2643,2019.0,1.0,Chaco,Entre 6 Mbps y 10 Mbps,26.631
2644,2019.0,1.0,Chubut,Entre 6 Mbps y 10 Mbps,317.26
2645,2019.0,1.0,Córdoba,Entre 6 Mbps y 10 Mbps,96.997
2646,2019.0,1.0,Corrientes,Entre 6 Mbps y 10 Mbps,26.562
2647,2019.0,1.0,Entre Ríos,Entre 6 Mbps y 10 Mbps,234.883
2648,2019.0,1.0,Formosa,Entre 6 Mbps y 10 Mbps,7.299
2649,2019.0,1.0,Jujuy,Entre 6 Mbps y 10 Mbps,8.809999999999999
2650,2019.0,1.0,La Pampa,Entre 6 Mbps y 10 Mbps,6.464
2651,2019.0,1.0,La Rioja,Entre 6 Mbps y 10 Mbps,4.088
2652,2019.0,1.0,Mendoza,Entre 6 Mbps y 10 Mbps,1203.635
2653,2019.0,1.0,Misiones,Entre 6 Mbps y 10 Mbps,25.89
2654,2019.0,1.0,Neuquén,Entre 6 Mbps y 10 Mbps,99.683
2655,2019.0,1.0,Río Negro,Entre 6 Mbps y 10 Mbps,91.947
2656,2019.0,1.0,Salta,Entre 6 Mbps y 10 Mbps,36.473
2657,2019.0,1.0,San Juan,Entre 6 Mbps y 10 Mbps,266.0
2658,2019.0,1.0,San Luis,Entre 6 Mbps y 10 Mbps,181.086
2659,2019.0,1.0,Santa Cruz,Entre 6 Mbps y 10 Mbps,143.59
2660,2019.0,1.0,Santa Fe,Entre 6 Mbps y 10 Mbps,970.111
2661,2019.0,1.0,Santiago Del Estero,Entre 6 Mbps y 10 Mbps,20.691000000000003
2662,2019.0,1.0,Tierra Del Fuego,Entre 6 Mbps y 10 Mbps,8.618
2663,2019.0,1.0,Tucumán,Entre 6 Mbps y 10 Mbps,91.828
2664,2019.0,2.0,Buenos Aires,Entre 6 Mbps y 10 Mbps,299.703
2665,2019.0,2.0,Capital Federal,Entre 6 Mbps y 10 Mbps,196.015
2666,2019.0,2.0,Catamarca,Entre 6 Mbps y 10 Mbps,120.558
2667,2019.0,2.0,Chaco,Entre 6 Mbps y 10 Mbps,28.429
2668,2019.0,2.0,Chubut,Entre 6 Mbps y 10 Mbps,337.721
2669,2019.0,2.0,Córdoba,Entre 6 Mbps y 10 Mbps,114.498
2670,2019.0,2.0,Corrientes,Entre 6 Mbps y 10 Mbps,27.774
2671,2019.0,2.0,Entre Ríos,Entre 6 Mbps y 10 Mbps,259.109
2672,2019.0,2.0,Formosa,Entre 6 Mbps y 10 Mbps,7.397
2673,2019.0,2.0,Jujuy,Entre 6 Mbps y 10 Mbps,9.44
2674,2019.0,2.0,La Pampa,Entre 6 Mbps y 10 Mbps,7.189
2675,2019.0,2.0,La Rioja,Entre 6 Mbps y 10 Mbps,4.297
2676,2019.0,2.0,Mendoza,Entre 6 Mbps y 10 Mbps,1220.752
2677,2019.0,2.0,Misiones,Entre 6 Mbps y 10 Mbps,27.385
2678,2019.0,2.0,Neuquén,Entre 6 Mbps y 10 Mbps,4.688000000000001
2679,2019.0,2.0,Río Negro,Entre 6 Mbps y 10 Mbps,154.049
2680,2019.0,2.0,Salta,Entre 6 Mbps y 10 Mbps,36.923
2681,2019.0,2.0,San Juan,Entre 6 Mbps y 10 Mbps,292.886
2682,2019.0,2.0,San Luis,Entre 6 Mbps y 10 Mbps,135.833
2683,2019.0,2.0,Santa Cruz,Entre 6 Mbps y 10 Mbps,811.997
2684,2019.0,2.0,Santa Fe,Entre 6 Mbps y 10 Mbps,125.176
2685,2019.0,2.0,Santiago Del Estero,Entre 6 Mbps y 10 Mbps,21.362
2686,2019.0,2.0,Tierra Del Fuego,Entre 6 Mbps y 10 Mbps,18.227
2687,2019.0,2.0,Tucumán,Entre 6 Mbps y 10 Mbps,92.248
2688,2019.0,3.0,Buenos Aires,Entre 6 Mbps y 10 Mbps,951.083
2689,2019.0,3.0,Capital Federal,Entre 6 Mbps y 10 Mbps,165.87900000000002
2690,2019.0,3.0,Catamarca,Entre 6 Mbps y 10 Mbps,121.173
2691,2019.0,3.0,Chaco,Entre 6 Mbps y 10 Mbps,30.196
2692,2019.0,3.0,Chubut,Entre 6 Mbps y 10 Mbps,330.71500000000003
2693,2019.0,3.0,Córdoba,Entre 6 Mbps y 10 Mbps,120.637
2694,2019.0,3.0,Corrientes,Entre 6 Mbps y 10 Mbps,29.628
2695,2019.0,3.0,Entre Ríos,Entre 6 Mbps y 10 Mbps,262.954
2696,2019.0,3.0,Formosa,Entre 6 Mbps y 10 Mbps,8.047
2697,2019.0,3.0,Jujuy,Entre 6 Mbps y 10 Mbps,10.239
2698,2019.0,3.0,La Pampa,Entre 6 Mbps y 10 Mbps,7.92
2699,2019.0,3.0,La Rioja,Entre 6 Mbps y 10 Mbps,4.786
2700,2019.0,3.0,Mendoza,Entre 6 Mbps y 10 Mbps,1207.752
2701,2019.0,3.0,Misiones,Entre 6 Mbps y 10 Mbps,29.375
2702,2019.0,3.0,Neuquén,Entre 6 Mbps y 10 Mbps,185.405
2703,2019.0,3.0,Río Negro,Entre 6 Mbps y 10 Mbps,154.196
2704,2019.0,3.0,Salta,Entre 6 Mbps y 10 Mbps,66.226
2705,2019.0,3.0,San Juan,Entre 6 Mbps y 10 Mbps,360.886
2706,2019.0,3.0,San Luis,Entre 6 Mbps y 10 Mbps,284.833
2707,2019.0,3.0,Santa Cruz,Entre 6 Mbps y 10 Mbps,812.663
2708,2019.0,3.0,Santa Fe,Entre 6 Mbps y 10 Mbps,193.286
2709,2019.0,3.0,Santiago Del Estero,Entre 6 Mbps y 10 Mbps,885.341
2710,2019.0,3.0,Tierra Del Fuego,Entre 6 Mbps y 10 Mbps,18.678
2711,2019.0,3.0,Tucumán,Entre 6 Mbps y 10 Mbps,95.645
2712,2019.0,4.0,Buenos Aires,Entre 6 Mbps y 10 Mbps,1376.182
2713,2019.0,4.0,Capital Federal,Entre 6 Mbps y 10 Mbps,147.18099999999998
2714,2019.0,4.0,Catamarca,Entre 6 Mbps y 10 Mbps,53.573
2715,2019.0,4.0,Chaco,Entre 6 Mbps y 10 Mbps,20.957
2716,2019.0,4.0,Chubut,Entre 6 Mbps y 10 Mbps,201.756
2717,2019.0,4.0,Córdoba,Entre 6 Mbps y 10 Mbps,118.232
2718,2019.0,4.0,Corrientes,Entre 6 Mbps y 10 Mbps,329.311
2719,2019.0,4.0,Entre Ríos,Entre 6 Mbps y 10 Mbps,217.338
2720,2019.0,4.0,Formosa,Entre 6 Mbps y 10 Mbps,8.317
2721,2019.0,4.0,Jujuy,Entre 6 Mbps y 10 Mbps,10.631
2722,2019.0,4.0,La Pampa,Entre 6 Mbps y 10 Mbps,13.893
2723,2019.0,4.0,La Rioja,Entre 6 Mbps y 10 Mbps,5.045
2724,2019.0,4.0,Mendoza,Entre 6 Mbps y 10 Mbps,99.868
2725,2019.0,4.0,Misiones,Entre 6 Mbps y 10 Mbps,26.834
2726,2019.0,4.0,Neuquén,Entre 6 Mbps y 10 Mbps,185.258
2727,2019.0,4.0,Río Negro,Entre 6 Mbps y 10 Mbps,285.514
2728,2019.0,4.0,Salta,Entre 6 Mbps y 10 Mbps,83.64
2729,2019.0,4.0,San Juan,Entre 6 Mbps y 10 Mbps,112.483
2730,2019.0,4.0,San Luis,Entre 6 Mbps y 10 Mbps,161.007
2731,2019.0,4.0,Santa Cruz,Entre 6 Mbps y 10 Mbps,319.031
2732,2019.0,4.0,Santa Fe,Entre 6 Mbps y 10 Mbps,190.664
2733,2019.0,4.0,Santiago Del Estero,Entre 6 Mbps y 10 Mbps,907.457
2734,2019.0,4.0,Tierra Del Fuego,Entre 6 Mbps y 10 Mbps,20.035
2735,2019.0,4.0,Tucumán,Entre 6 Mbps y 10 Mbps,59.01
2736,2020.0,1.0,Buenos Aires,Entre 6 Mbps y 10 Mbps,728.9279999999999
2737,2020.0,1.0,Capital Federal,Entre 6 Mbps y 10 Mbps,139.21699999999998
2738,2020.0,1.0,Catamarca,Entre 6 Mbps y 10 Mbps,53.497
2739,2020.0,1.0,Chaco,Entre 6 Mbps y 10 Mbps,835.16
2740,2020.0,1.0,Chubut,Entre 6 Mbps y 10 Mbps,201.768
2741,2020.0,1.0,Córdoba,Entre 6 Mbps y 10 Mbps,120.188
2742,2020.0,1.0,Corrientes,Entre 6 Mbps y 10 Mbps,535.867
2743,2020.0,1.0,Entre Ríos,Entre 6 Mbps y 10 Mbps,890.288
2744,2020.0,1.0,Formosa,Entre 6 Mbps y 10 Mbps,8.498000000000001
2745,2020.0,1.0,Jujuy,Entre 6 Mbps y 10 Mbps,9.979
2746,2020.0,1.0,La Pampa,Entre 6 Mbps y 10 Mbps,14.192
2747,2020.0,1.0,La Rioja,Entre 6 Mbps y 10 Mbps,5.158
2748,2020.0,1.0,Mendoza,Entre 6 Mbps y 10 Mbps,1398.897
2749,2020.0,1.0,Misiones,Entre 6 Mbps y 10 Mbps,27.265
2750,2020.0,1.0,Neuquén,Entre 6 Mbps y 10 Mbps,186.076
2751,2020.0,1.0,Río Negro,Entre 6 Mbps y 10 Mbps,285.647
2752,2020.0,1.0,Salta,Entre 6 Mbps y 10 Mbps,104.673
2753,2020.0,1.0,San Juan,Entre 6 Mbps y 10 Mbps,112.483
2754,2020.0,1.0,San Luis,Entre 6 Mbps y 10 Mbps,161.007
2755,2020.0,1.0,Santa Cruz,Entre 6 Mbps y 10 Mbps,319.678
2756,2020.0,1.0,Santa Fe,Entre 6 Mbps y 10 Mbps,196.826
2757,2020.0,1.0,Santiago Del Estero,Entre 6 Mbps y 10 Mbps,908.032
2758,2020.0,1.0,Tierra Del Fuego,Entre 6 Mbps y 10 Mbps,20.009
2759,2020.0,1.0,Tucumán,Entre 6 Mbps y 10 Mbps,366.067
2760,2020.0,2.0,Buenos Aires,Entre 6 Mbps y 10 Mbps,733.843
2761,2020.0,2.0,Capital Federal,Entre 6 Mbps y 10 Mbps,131.548
2762,2020.0,2.0,Catamarca,Entre 6 Mbps y 10 Mbps,34.664
2763,2020.0,2.0,Chaco,Entre 6 Mbps y 10 Mbps,836.324
2764,2020.0,2.0,Chubut,Entre 6 Mbps y 10 Mbps,210.999
2765,2020.0,2.0,Córdoba,Entre 6 Mbps y 10 Mbps,125.932
2766,2020.0,2.0,Corrientes,Entre 6 Mbps y 10 Mbps,537.33
2767,2020.0,2.0,Entre Ríos,Entre 6 Mbps y 10 Mbps,893.796
2768,2020.0,2.0,Formosa,Entre 6 Mbps y 10 Mbps,9.107
2769,2020.0,2.0,Jujuy,Entre 6 Mbps y 10 Mbps,10.519
2770,2020.0,2.0,La Pampa,Entre 6 Mbps y 10 Mbps,14.524
2771,2020.0,2.0,La Rioja,Entre 6 Mbps y 10 Mbps,5.661
2772,2020.0,2.0,Mendoza,Entre 6 Mbps y 10 Mbps,1017.433
2773,2020.0,2.0,Misiones,Entre 6 Mbps y 10 Mbps,536.206
2774,2020.0,2.0,Neuquén,Entre 6 Mbps y 10 Mbps,299.809
2775,2020.0,2.0,Río Negro,Entre 6 Mbps y 10 Mbps,272.066
2776,2020.0,2.0,Salta,Entre 6 Mbps y 10 Mbps,105.422
2777,2020.0,2.0,San Juan,Entre 6 Mbps y 10 Mbps,917.0
2778,2020.0,2.0,San Luis,Entre 6 Mbps y 10 Mbps,160.428
2779,2020.0,2.0,Santa Cruz,Entre 6 Mbps y 10 Mbps,170.999
2780,2020.0,2.0,Santa Fe,Entre 6 Mbps y 10 Mbps,875.095
2781,2020.0,2.0,Santiago Del Estero,Entre 6 Mbps y 10 Mbps,935.83
2782,2020.0,2.0,Tierra Del Fuego,Entre 6 Mbps y 10 Mbps,5.186
2783,2020.0,2.0,Tucumán,Entre 6 Mbps y 10 Mbps,370.221
2784,2020.0,3.0,Buenos Aires,Entre 6 Mbps y 10 Mbps,727.217
2785,2020.0,3.0,Capital Federal,Entre 6 Mbps y 10 Mbps,123.045
2786,2020.0,3.0,Catamarca,Entre 6 Mbps y 10 Mbps,35.741
2787,2020.0,3.0,Chaco,Entre 6 Mbps y 10 Mbps,856.803
2788,2020.0,3.0,Chubut,Entre 6 Mbps y 10 Mbps,210.925
2789,2020.0,3.0,Córdoba,Entre 6 Mbps y 10 Mbps,124.833
2790,2020.0,3.0,Corrientes,Entre 6 Mbps y 10 Mbps,537.8
2791,2020.0,3.0,Entre Ríos,Entre 6 Mbps y 10 Mbps,894.634
2792,2020.0,3.0,Formosa,Entre 6 Mbps y 10 Mbps,9.43
2793,2020.0,3.0,Jujuy,Entre 6 Mbps y 10 Mbps,10.566
2794,2020.0,3.0,La Pampa,Entre 6 Mbps y 10 Mbps,14.813
2795,2020.0,3.0,La Rioja,Entre 6 Mbps y 10 Mbps,5.955
2796,2020.0,3.0,Mendoza,Entre 6 Mbps y 10 Mbps,1557.576
2797,2020.0,3.0,Misiones,Entre 6 Mbps y 10 Mbps,536.702
2798,2020.0,3.0,Neuquén,Entre 6 Mbps y 10 Mbps,300.267
2799,2020.0,3.0,Río Negro,Entre 6 Mbps y 10 Mbps,269.503
2800,2020.0,3.0,Salta,Entre 6 Mbps y 10 Mbps,105.695
2801,2020.0,3.0,San Juan,Entre 6 Mbps y 10 Mbps,711.0
2802,2020.0,3.0,San Luis,Entre 6 Mbps y 10 Mbps,160.194
2803,2020.0,3.0,Santa Cruz,Entre 6 Mbps y 10 Mbps,138.88
2804,2020.0,3.0,Santa Fe,Entre 6 Mbps y 10 Mbps,834.7449999999999
2805,2020.0,3.0,Santiago Del Estero,Entre 6 Mbps y 10 Mbps,1005.469
2806,2020.0,3.0,Tierra Del Fuego,Entre 6 Mbps y 10 Mbps,5.414
2807,2020.0,3.0,Tucumán,Entre 6 Mbps y 10 Mbps,759.904
2808,2020.0,4.0,Buenos Aires,Entre 6 Mbps y 10 Mbps,601.883
2809,2020.0,4.0,Capital Federal,Entre 6 Mbps y 10 Mbps,109.092
2810,2020.0,4.0,Catamarca,Entre 6 Mbps y 10 Mbps,103.645
2811,2020.0,4.0,Chaco,Entre 6 Mbps y 10 Mbps,1156.344
2812,2020.0,4.0,Chubut,Entre 6 Mbps y 10 Mbps,115.73
2813,2020.0,4.0,Córdoba,Entre 6 Mbps y 10 Mbps,149.248
2814,2020.0,4.0,Corrientes,Entre 6 Mbps y 10 Mbps,26.321
2815,2020.0,4.0,Entre Ríos,Entre 6 Mbps y 10 Mbps,53.556
2816,2020.0,4.0,Formosa,Entre 6 Mbps y 10 Mbps,9.604
2817,2020.0,4.0,Jujuy,Entre 6 Mbps y 10 Mbps,25.368
2818,2020.0,4.0,La Pampa,Entre 6 Mbps y 10 Mbps,15.117
2819,2020.0,4.0,La Rioja,Entre 6 Mbps y 10 Mbps,6.06
2820,2020.0,4.0,Mendoza,Entre 6 Mbps y 10 Mbps,1569.612
2821,2020.0,4.0,Misiones,Entre 6 Mbps y 10 Mbps,534.569
2822,2020.0,4.0,Neuquén,Entre 6 Mbps y 10 Mbps,302.184
2823,2020.0,4.0,Río Negro,Entre 6 Mbps y 10 Mbps,301.855
2824,2020.0,4.0,Salta,Entre 6 Mbps y 10 Mbps,115.782
2825,2020.0,4.0,San Juan,Entre 6 Mbps y 10 Mbps,740.0
2826,2020.0,4.0,San Luis,Entre 6 Mbps y 10 Mbps,153.34
2827,2020.0,4.0,Santa Cruz,Entre 6 Mbps y 10 Mbps,127.259
2828,2020.0,4.0,Santa Fe,Entre 6 Mbps y 10 Mbps,856.14
2829,2020.0,4.0,Santiago Del Estero,Entre 6 Mbps y 10 Mbps,1005.641
2830,2020.0,4.0,Tierra Del Fuego,Entre 6 Mbps y 10 Mbps,58.067
2831,2020.0,4.0,Tucumán,Entre 6 Mbps y 10 Mbps,708.679
2832,2021.0,1.0,Buenos Aires,Entre 6 Mbps y 10 Mbps,600.16
2833,2021.0,1.0,Capital Federal,Entre 6 Mbps y 10 Mbps,107.722
2834,2021.0,1.0,Catamarca,Entre 6 Mbps y 10 Mbps,23.44
2835,2021.0,1.0,Chaco,Entre 6 Mbps y 10 Mbps,1155.967
2836,2021.0,1.0,Chubut,Entre 6 Mbps y 10 Mbps,334.088
2837,2021.0,1.0,Córdoba,Entre 6 Mbps y 10 Mbps,149.078
2838,2021.0,1.0,Corrientes,Entre 6 Mbps y 10 Mbps,26.223
2839,2021.0,1.0,Entre Ríos,Entre 6 Mbps y 10 Mbps,56.06
2840,2021.0,1.0,Formosa,Entre 6 Mbps y 10 Mbps,9.567
2841,2021.0,1.0,Jujuy,Entre 6 Mbps y 10 Mbps,196.114
2842,2021.0,1.0,La Pampa,Entre 6 Mbps y 10 Mbps,14.857
2843,2021.0,1.0,La Rioja,Entre 6 Mbps y 10 Mbps,5.968
2844,2021.0,1.0,Mendoza,Entre 6 Mbps y 10 Mbps,882.3439999999999
2845,2021.0,1.0,Misiones,Entre 6 Mbps y 10 Mbps,556.971
2846,2021.0,1.0,Neuquén,Entre 6 Mbps y 10 Mbps,312.139
2847,2021.0,1.0,Río Negro,Entre 6 Mbps y 10 Mbps,296.894
2848,2021.0,1.0,Salta,Entre 6 Mbps y 10 Mbps,118.099
2849,2021.0,1.0,San Juan,Entre 6 Mbps y 10 Mbps,858.0
2850,2021.0,1.0,San Luis,Entre 6 Mbps y 10 Mbps,268.66
2851,2021.0,1.0,Santa Cruz,Entre 6 Mbps y 10 Mbps,119.223
2852,2021.0,1.0,Santa Fe,Entre 6 Mbps y 10 Mbps,935.726
2853,2021.0,1.0,Santiago Del Estero,Entre 6 Mbps y 10 Mbps,1053.468
2854,2021.0,1.0,Tierra Del Fuego,Entre 6 Mbps y 10 Mbps,63.406
2855,2021.0,1.0,Tucumán,Entre 6 Mbps y 10 Mbps,785.683
2856,2021.0,2.0,Buenos Aires,Entre 6 Mbps y 10 Mbps,604.64
2857,2021.0,2.0,Capital Federal,Entre 6 Mbps y 10 Mbps,945.695
2858,2021.0,2.0,Catamarca,Entre 6 Mbps y 10 Mbps,23.077
2859,2021.0,2.0,Chaco,Entre 6 Mbps y 10 Mbps,1634.959
2860,2021.0,2.0,Chubut,Entre 6 Mbps y 10 Mbps,378.249
2861,2021.0,2.0,Córdoba,Entre 6 Mbps y 10 Mbps,150.502
2862,2021.0,2.0,Corrientes,Entre 6 Mbps y 10 Mbps,27.037
2863,2021.0,2.0,Entre Ríos,Entre 6 Mbps y 10 Mbps,55.349
2864,2021.0,2.0,Formosa,Entre 6 Mbps y 10 Mbps,10.307
2865,2021.0,2.0,Jujuy,Entre 6 Mbps y 10 Mbps,195.398
2866,2021.0,2.0,La Pampa,Entre 6 Mbps y 10 Mbps,234.542
2867,2021.0,2.0,La Rioja,Entre 6 Mbps y 10 Mbps,5.971
2868,2021.0,2.0,Mendoza,Entre 6 Mbps y 10 Mbps,881.015
2869,2021.0,2.0,Misiones,Entre 6 Mbps y 10 Mbps,654.278
2870,2021.0,2.0,Neuquén,Entre 6 Mbps y 10 Mbps,312.327
2871,2021.0,2.0,Río Negro,Entre 6 Mbps y 10 Mbps,290.376
2872,2021.0,2.0,Salta,Entre 6 Mbps y 10 Mbps,238.84
2873,2021.0,2.0,San Juan,Entre 6 Mbps y 10 Mbps,784.0
2874,2021.0,2.0,San Luis,Entre 6 Mbps y 10 Mbps,267.438
2875,2021.0,2.0,Santa Cruz,Entre 6 Mbps y 10 Mbps,100.371
2876,2021.0,2.0,Santa Fe,Entre 6 Mbps y 10 Mbps,935.345
2877,2021.0,2.0,Santiago Del Estero,Entre 6 Mbps y 10 Mbps,74.212
2878,2021.0,2.0,Tierra Del Fuego,Entre 6 Mbps y 10 Mbps,50.869
2879,2021.0,2.0,Tucumán,Entre 6 Mbps y 10 Mbps,742.956
2880,2021.0,3.0,Buenos Aires,Entre 6 Mbps y 10 Mbps,608.792
2881,2021.0,3.0,Capital Federal,Entre 6 Mbps y 10 Mbps,940.139
2882,2021.0,3.0,Catamarca,Entre 6 Mbps y 10 Mbps,17.419
2883,2021.0,3.0,Chaco,Entre 6 Mbps y 10 Mbps,1634.371
2884,2021.0,3.0,Chubut,Entre 6 Mbps y 10 Mbps,366.94
2885,2021.0,3.0,Córdoba,Entre 6 Mbps y 10 Mbps,155.27100000000002
2886,2021.0,3.0,Corrientes,Entre 6 Mbps y 10 Mbps,28.478
2887,2021.0,3.0,Entre Ríos,Entre 6 Mbps y 10 Mbps,59.776
2888,2021.0,3.0,Formosa,Entre 6 Mbps y 10 Mbps,26.123
2889,2021.0,3.0,Jujuy,Entre 6 Mbps y 10 Mbps,195.238
2890,2021.0,3.0,La Pampa,Entre 6 Mbps y 10 Mbps,242.16
2891,2021.0,3.0,La Rioja,Entre 6 Mbps y 10 Mbps,90.894
2892,2021.0,3.0,Mendoza,Entre 6 Mbps y 10 Mbps,883.768
2893,2021.0,3.0,Misiones,Entre 6 Mbps y 10 Mbps,695.428
2894,2021.0,3.0,Neuquén,Entre 6 Mbps y 10 Mbps,312.262
2895,2021.0,3.0,Río Negro,Entre 6 Mbps y 10 Mbps,286.447
2896,2021.0,3.0,Salta,Entre 6 Mbps y 10 Mbps,241.932
2897,2021.0,3.0,San Juan,Entre 6 Mbps y 10 Mbps,752.0
2898,2021.0,3.0,San Luis,Entre 6 Mbps y 10 Mbps,274.133
2899,2021.0,3.0,Santa Cruz,Entre 6 Mbps y 10 Mbps,74.299
2900,2021.0,3.0,Santa Fe,Entre 6 Mbps y 10 Mbps,938.512
2901,2021.0,3.0,Santiago Del Estero,Entre 6 Mbps y 10 Mbps,73.826
2902,2021.0,3.0,Tierra Del Fuego,Entre 6 Mbps y 10 Mbps,49.361
2903,2021.0,3.0,Tucumán,Entre 6 Mbps y 10 Mbps,827.515
2904,2021.0,4.0,Buenos Aires,Entre 6 Mbps y 10 Mbps,836.7860000000001
2905,2021.0,4.0,Capital Federal,Entre 6 Mbps y 10 Mbps,90.89
2906,2021.0,4.0,Catamarca,Entre 6 Mbps y 10 Mbps,14.848
2907,2021.0,4.0,Chaco,Entre 6 Mbps y 10 Mbps,598.1020000000001
2908,2021.0,4.0,Chubut,Entre 6 Mbps y 10 Mbps,1134.472
2909,2021.0,4.0,Córdoba,Entre 6 Mbps y 10 Mbps,143.879
2910,2021.0,4.0,Corrientes,Entre 6 Mbps y 10 Mbps,26.368
2911,2021.0,4.0,Entre Ríos,Entre 6 Mbps y 10 Mbps,52.633
2912,2021.0,4.0,Formosa,Entre 6 Mbps y 10 Mbps,25.964
2913,2021.0,4.0,Jujuy,Entre 6 Mbps y 10 Mbps,1024.784
2914,2021.0,4.0,La Pampa,Entre 6 Mbps y 10 Mbps,126.964
2915,2021.0,4.0,La Rioja,Entre 6 Mbps y 10 Mbps,90.352
2916,2021.0,4.0,Mendoza,Entre 6 Mbps y 10 Mbps,30.308
2917,2021.0,4.0,Misiones,Entre 6 Mbps y 10 Mbps,706.87
2918,2021.0,4.0,Neuquén,Entre 6 Mbps y 10 Mbps,316.96000000000004
2919,2021.0,4.0,Río Negro,Entre 6 Mbps y 10 Mbps,30.867
2920,2021.0,4.0,Salta,Entre 6 Mbps y 10 Mbps,424.968
2921,2021.0,4.0,San Juan,Entre 6 Mbps y 10 Mbps,601.364
2922,2021.0,4.0,San Luis,Entre 6 Mbps y 10 Mbps,146.134
2923,2021.0,4.0,Santa Cruz,Entre 6 Mbps y 10 Mbps,59.593
2924,2021.0,4.0,Santa Fe,Entre 6 Mbps y 10 Mbps,959.103
2925,2021.0,4.0,Santiago Del Estero,Entre 6 Mbps y 10 Mbps,73.512
2926,2021.0,4.0,Tierra Del Fuego,Entre 6 Mbps y 10 Mbps,46.504
2927,2021.0,4.0,Tucumán,Entre 6 Mbps y 10 Mbps,972.811
2928,2022.0,1.0,Buenos Aires,Entre 6 Mbps y 10 Mbps,841.236
2929,2022.0,1.0,Capital Federal,Entre 6 Mbps y 10 Mbps,87.38
2930,2022.0,1.0,Catamarca,Entre 6 Mbps y 10 Mbps,12.004
2931,2022.0,1.0,Chaco,Entre 6 Mbps y 10 Mbps,596.6590000000001
2932,2022.0,1.0,Chubut,Entre 6 Mbps y 10 Mbps,849.038
2933,2022.0,1.0,Córdoba,Entre 6 Mbps y 10 Mbps,138.996
2934,2022.0,1.0,Corrientes,Entre 6 Mbps y 10 Mbps,25.665
2935,2022.0,1.0,Entre Ríos,Entre 6 Mbps y 10 Mbps,52.617
2936,2022.0,1.0,Formosa,Entre 6 Mbps y 10 Mbps,120.831
2937,2022.0,1.0,Jujuy,Entre 6 Mbps y 10 Mbps,1024.312
2938,2022.0,1.0,La Pampa,Entre 6 Mbps y 10 Mbps,127.751
2939,2022.0,1.0,La Rioja,Entre 6 Mbps y 10 Mbps,89.607
2940,2022.0,1.0,Mendoza,Entre 6 Mbps y 10 Mbps,26.407
2941,2022.0,1.0,Misiones,Entre 6 Mbps y 10 Mbps,441.841
